#@ TextLoader{
#@   header+
#@   sep=tab
#@   col=ProductID:TX:0
#@   col=UnitPrice:R4:1
#@   col=Quantity:R4:2
#@   col=PayFullPrice:BL:3
#@ }
ProductID	UnitPrice	Quantity	PayFullPrice
62	49.3	25	0
32	32	20	1
41	9.65	20	1
43	46	7	1
75	7.75	20	1
56	38	30	1
35	18	20	1
51	53	6	1
62	49.3	3	1
70	15	6	1
11	21	20	0
57	19.5	15	1
59	55	40	0
77	13	15	0
41	9.65	12	1
70	15	9	1
26	31.23	12	1
53	32.8	20	1
31	12.5	35	1
57	19.5	15	1
10	31	15	1
39	18	21	1
20	81	5	1
38	263.5	2	1
2	19	10	1
8	40	20	1
13	6	10	1
60	34	21	1
6	25	6	1
39	18	28	1
60	34	30	1
68	12.5	24	1
19	9.2	2	1
35	18	8	1
38	263.5	8	1
43	46	9	1
13	6	3	0
25	14	10	0
44	19.45	16	0
64	33.25	3	1
7	30	20	0
31	12.5	9	0
53	32.8	9	0
29	123.79	8	0
30	25.89	20	0
59	55	15	1
77	13	2	0
22	21	52	1
35	18	6	1
57	19.5	24	1
60	34	60	1
64	33.25	30	1
13	6	6	1
40	18.4	25	1
47	9.5	40	0
76	18	21	0
1	18	4	0
18	62.5	25	0
36	19	50	0
58	13.25	30	0
72	34.8	15	0
25	14	6	0
39	18	10	0
10	31	16	1
56	38	30	1
59	55	50	1
77	13	15	1
11	21	15	1
43	46	5	1
68	12.5	20	1
70	15	12	1
51	53	4	0
22	21	35	1
23	9	70	0
35	18	25	0
42	14	42	0
58	13.25	60	0
64	33.25	48	1
4	22	21	1
70	15	30	1
74	10	20	1
1	18	80	0
19	9.2	12	0
37	26	60	0
45	9.5	36	0
60	34	45	0
71	21.5	55	0
5	21.35	30	1
9	97	3	1
3	10	49	1
26	31.23	18	0
25	14	20	0
33	2.5	4	0
70	15	30	0
2	19	5	0
25	14	10	0
57	19.5	10	0
59	55	42	0
2	19	15	1
17	39	6	1
62	49.3	50	1
18	62.5	10	1
10	31	100	0
13	6	65	0
16	17.45	50	1
31	12.5	14	1
56	38	24	1
65	21.05	15	0
2	19	20	1
42	14	20	1
3	10	30	1
26	31.23	35	0
29	123.79	10	0
7	30	5	1
27	43.9	10	1
70	15	4	1
24	4.5	40	0
54	7.45	35	0
64	33.25	30	0
51	53	3	1
76	18	20	1
17	39	42	1
18	62.5	20	1
21	10	40	1
33	2.5	35	1
62	49.3	3	1
11	21	25	1
52	7	8	1
1	18	20	0
58	13.25	12	0
35	18	4	1
67	14	15	1
38	263.5	60	0
39	18	80	0
2	19	21	0
24	4.5	6	0
30	25.89	40	0
53	32.8	3	1
26	31.23	20	1
35	18	30	1
49	20	42	0
1	18	40	1
11	21	10	1
23	9	50	1
68	12.5	20	1
35	18	3	1
51	53	2	1
6	25	50	0
16	17.45	12	0
17	39	16	0
55	24	10	0
62	49.3	20	0
64	33.25	15	0
65	21.05	21	0
21	10	20	1
28	45.6	3	1
10	31	10	1
19	9.2	25	1
47	9.5	21	0
49	20	15	1
46	12	21	1
64	33.25	20	1
16	17.45	30	0
18	62.5	25	1
20	81	20	0
40	18.4	12	1
65	21.05	10	1
76	18	10	1
23	9	30	0
61	28.5	30	0
70	15	50	0
73	15	10	1
42	14	25	1
49	20	20	0
54	7.45	32	0
24	4.5	8	1
21	10	40	0
56	38	21	0
65	21.05	12	0
2	19	20	1
24	4.5	12	1
70	15	30	1
77	13	25	1
10	31	70	1
31	12.5	35	1
77	13	40	1
25	14	5	1
2	19	20	1
68	12.5	18	1
11	21	40	1
38	263.5	40	1
17	39	15	1
34	14	10	1
41	9.65	14	1
30	25.89	15	0
59	55	40	0
8	40	30	1
24	4.5	10	1
29	123.79	24	1
30	25.89	35	1
36	19	20	1
13	6	28	0
69	36	50	0
75	7.75	120	0
24	4.5	110	1
39	18	45	1
40	18.4	91	1
60	34	100	1
45	9.5	15	1
56	38	16	1
29	123.79	80	1
30	25.89	36	1
13	6	5	1
39	18	8	0
70	15	3	0
41	9.65	30	1
71	21.5	30	1
55	24	30	0
62	49.3	6	0
13	6	40	1
65	21.05	21	1
68	12.5	20	1
58	13.25	15	1
62	49.3	35	1
1	18	20	0
61	28.5	15	1
75	7.75	14	1
7	30	20	0
52	7	14	0
7	30	12	1
16	17.45	15	1
41	9.65	5	1
19	9.2	12	1
49	20	10	1
61	28.5	5	1
1	18	10	1
17	39	12	1
67	14	15	1
11	21	40	0
29	123.79	60	0
4	22	30	0
33	2.5	40	0
58	13.25	15	1
71	21.5	25	1
17	39	10	1
33	2.5	30	1
54	7.45	10	1
16	17.45	6	1
32	32	6	1
57	19.5	20	1
30	25.89	1	1
60	34	10	1
1	18	60	0
60	34	25	0
16	17.45	24	1
25	14	24	1
40	18.4	20	1
50	16.25	24	1
35	18	10	1
63	43.9	40	1
17	39	15	1
24	4.5	35	1
42	14	10	0
43	46	10	0
67	14	24	0
10	31	20	0
28	45.6	30	0
75	7.75	6	1
36	19	25	0
52	7	12	0
11	21	2	1
13	6	10	1
19	9.2	7	1
72	34.8	10	1
20	81	5	1
52	7	5	1
76	18	20	1
47	9.5	5	1
76	18	5	1
21	10	60	1
75	7.75	49	1
77	13	15	1
21	10	36	1
27	43.9	25	1
55	24	25	0
58	13.25	30	0
13	6	42	0
57	19.5	30	1
16	17.45	30	0
62	49.3	14	0
72	34.8	16	1
75	7.75	20	0
53	32.8	2	1
61	28.5	30	1
6	25	20	1
1	18	21	1
18	62.5	4	0
23	9	8	0
36	19	30	0
28	45.6	8	1
34	14	20	1
13	6	20	0
43	46	24	0
60	34	49	0
71	21.5	35	0
2	19	10	0
67	14	40	0
7	30	8	1
13	6	20	1
31	12.5	44	0
62	49.3	30	0
68	12.5	80	0
72	34.8	50	1
49	20	28	1
13	6	15	1
22	21	21	1
46	12	15	1
11	21	5	0
44	19.45	18	0
56	38	18	1
13	6	20	1
31	12.5	10	1
10	31	25	1
24	4.5	25	1
77	13	40	1
59	55	4	1
50	16.25	9	1
51	53	40	1
55	24	4	1
6	25	12	1
10	31	30	1
17	39	6	1
62	49.3	60	1
4	22	5	1
33	2.5	15	0
41	9.65	6	0
75	7.75	50	0
6	25	16	0
28	45.6	2	1
20	81	50	0
31	12.5	50	0
16	17.45	28	0
31	12.5	25	0
45	9.5	30	1
60	34	24	0
75	7.75	12	0
21	10	12	1
47	9.5	14	1
51	53	8	1
30	25.89	30	1
35	18	40	1
64	33.25	8	1
5	21.35	20	1
7	30	6	1
72	34.8	5	1
75	7.75	20	0
24	4.5	10	0
41	9.65	24	1
52	7	6	0
76	18	60	1
7	30	45	1
13	6	77	1
53	32.8	20	1
69	36	9	1
76	18	44	1
60	34	2	0
18	62.5	6	1
38	263.5	5	1
69	36	10	1
51	53	16	1
37	26	8	1
56	38	12	0
62	49.3	12	0
19	9.2	12	1
49	20	40	1
12	38	30	1
24	4.5	30	1
64	33.25	4	1
46	12	9	1
52	7	40	0
29	123.79	14	1
17	39	6	1
33	2.5	7	1
26	31.23	5	1
41	9.65	6	1
75	7.75	10	1
63	43.9	10	1
8	40	16	1
75	7.75	10	1
28	45.6	20	1
39	18	30	1
47	9.5	30	1
51	53	10	1
63	43.9	20	1
8	40	20	0
21	10	40	0
40	18.4	10	1
44	19.45	6	0
7	30	18	1
12	38	20	1
24	4.5	80	1
27	43.9	30	1
31	12.5	24	1
63	43.9	35	1
75	7.75	40	0
38	263.5	60	1
7	30	20	1
43	46	9	1
13	6	84	0
57	19.5	15	1
16	17.45	55	1
24	4.5	20	1
36	19	40	1
16	17.45	36	0
18	62.5	8	0
32	32	35	0
11	21	30	1
20	81	15	1
76	18	10	1
77	13	15	1
7	30	60	1
43	46	6	1
72	34.8	20	1
7	30	60	1
62	49.3	40	0
6	25	40	1
11	21	15	1
41	9.65	4	1
21	10	65	1
34	14	60	0
55	24	65	0
61	28.5	66	0
2	19	50	0
70	15	20	0
76	18	90	0
72	34.8	2	1
29	123.79	50	0
41	9.65	35	0
59	55	18	0
51	53	20	1
60	34	4	1
42	14	40	1
32	32	50	1
46	12	20	0
52	7	20	0
24	4.5	12	1
61	28.5	7	1
74	10	20	1
75	7.75	30	1
41	9.65	20	0
51	53	15	0
77	13	21	0
4	22	25	0
24	4.5	30	0
77	13	30	1
7	30	60	1
22	21	25	1
46	12	25	1
55	24	6	1
13	6	56	1
35	18	15	0
42	14	24	0
55	24	40	1
1	18	4	1
40	18.4	10	1
52	7	10	1
26	31.23	6	1
76	18	6	1
1	18	2	1
59	55	10	1
1	18	8	1
29	123.79	2	0
8	40	30	1
29	123.79	10	1
42	14	14	1
28	45.6	70	0
34	14	90	0
71	21.5	21	1
24	4.5	12	1
36	19	18	0
60	34	9	1
7	30	20	1
24	4.5	10	1
58	13.25	40	0
71	21.5	20	1
19	9.2	50	0
60	34	36	0
71	21.5	60	0
23	9	10	1
42	14	4	1
45	9.5	20	1
68	12.5	2	1
41	9.65	28	0
30	25.89	15	1
77	13	18	1
31	12.5	15	1
36	19	16	1
3	10	25	1
59	55	110	1
70	15	30	1
12	38	20	1
18	62.5	10	1
56	38	5	1
46	12	3	1
49	20	2	1
10	31	24	0
2	19	11	0
20	81	15	1
26	31.23	63	1
51	53	44	0
72	34.8	35	1
19	9.2	35	1
69	36	30	1
7	30	4	1
43	46	30	1
26	31.23	12	1
33	2.5	30	1
65	21.05	21	1
71	21.5	50	1
1	18	10	0
13	6	20	0
18	62.5	8	1
51	53	10	1
24	4.5	30	0
62	49.3	21	0
55	24	35	1
59	55	24	1
56	38	20	1
63	43.9	12	1
2	19	100	0
5	21.35	70	1
29	123.79	60	0
59	55	100	0
1	18	45	1
13	6	80	1
24	4.5	21	1
64	33.25	20	1
71	21.5	16	1
36	19	35	1
38	263.5	25	1
59	55	30	1
53	32.8	70	0
69	36	36	0
21	10	15	0
44	19.45	12	1
61	28.5	6	1
1	18	10	1
35	18	60	1
42	14	30	1
54	7.45	10	1
13	6	7	1
59	55	30	1
70	15	4	1
40	18.4	5	0
52	7	2	1
71	21.5	30	1
28	45.6	20	1
35	18	24	1
49	20	60	1
57	19.5	28	1
21	10	20	1
2	19	30	0
63	43.9	30	1
44	19.45	15	1
61	28.5	4	1
11	21	10	1
62	49.3	12	1
33	2.5	15	1
51	53	24	1
12	38	20	0
32	32	15	0
35	18	18	0
1	18	25	0
5	21.35	30	0
68	12.5	42	1
2	19	10	0
12	38	4	0
76	18	50	0
24	4.5	10	0
43	46	30	0
61	28.5	10	0
18	62.5	35	0
32	32	20	1
64	33.25	25	0
33	2.5	10	1
67	14	20	1
24	4.5	15	1
25	14	15	1
51	53	20	1
57	19.5	20	1
7	30	40	1
55	24	35	1
60	34	50	1
70	15	3	1
21	10	3	1
60	34	21	1
61	28.5	4	1
13	6	30	1
17	39	12	1
60	34	35	1
60	34	4	1
77	13	10	1
60	34	15	1
53	32.8	10	0
70	15	12	0
34	14	30	1
40	18.4	40	0
41	9.65	30	0
17	39	77	0
41	9.65	12	1
53	32.8	25	0
55	24	4	0
68	12.5	55	1
30	25.89	4	0
54	7.45	20	0
16	17.45	3	1
19	9.2	42	1
34	14	35	1
41	9.65	9	1
28	45.6	8	0
43	46	36	0
77	13	28	0
39	18	20	1
1	18	40	0
2	19	20	0
16	17.45	30	0
31	12.5	20	1
7	30	15	0
13	6	10	0
2	19	8	1
41	9.65	40	1
50	16.25	22	1
64	33.25	130	1
11	21	10	1
24	4.5	20	1
16	17.45	14	0
2	19	10	0
46	12	30	0
76	18	2	0
6	25	20	0
14	23.25	20	0
19	9.2	10	0
2	19	24	0
3	10	4	1
4	22	1	1
6	25	1	0
7	30	1	0
8	40	2	0
10	31	1	1
12	38	2	0
13	6	4	1
14	23.25	1	0
16	17.45	2	0
20	81	1	0
23	9	2	1
32	32	1	1
39	18	2	0
41	9.65	3	1
46	12	3	0
52	7	2	1
55	24	2	1
60	34	2	0
64	33.25	2	0
66	17	1	1
73	15	2	0
75	7.75	4	1
77	13	2	1
